alignment_improvement,alignment_p_value,frobenius,graph_id,hub_overlap,hub_overlap_null_mean,hub_overlap_p_value,l1,model,random_l1_mean
0.04093945102685163,0.000999000999000999,2.2824900150299072,0,0.4,0.10950000000000001,0.012987012987012988,0.020701734349131584,gin,0.02158543000370264
0.044770726370054574,0.000999000999000999,2.2802577018737793,1,0.3,0.10850000000000001,0.06693306693306693,0.02025817148387432,gin,0.021207653537392616
0.04033428230797839,0.000999000999000999,2.2771193981170654,2,0.3,0.11210000000000002,0.08191808191808192,0.02066979929804802,gin,0.021538540886715054
0.04063099128663967,0.000999000999000999,2.2894036769866943,3,0.3,0.10940000000000001,0.07092907092907093,0.020410310477018356,gin,0.02127472358569503
0.04456725071671912,0.000999000999000999,2.288614511489868,4,0.4,0.1075,0.012987012987012988,0.020738236606121063,gin,0.021705595314502717
0.045278664606340294,0.000999000999000999,2.2907674312591553,5,0.2,0.11040000000000003,0.30569430569430567,0.020322207361459732,gin,0.02128600944392383
0.042130636335794086,0.000999000999000999,2.2995500564575195,6,0.4,0.1106,0.02097902097902098,0.02061472274363041,gin,0.02152143447287381
0.04217215407743282,0.000999000999000999,2.2890052795410156,7,0.4,0.10720000000000002,0.013986013986013986,0.020754048600792885,gin,0.021667827563360335
0.04574817505284105,0.000999000999000999,2.2950186729431152,8,0.4,0.1073,0.012987012987012988,0.02047235146164894,gin,0.02145382479391992
0.036095833164199884,0.000999000999000999,2.2925539016723633,9,0.2,0.1101,0.2967032967032967,0.020426234230399132,gin,0.02119114631228149
0.04366629807506542,0.000999000999000999,2.293426513671875,10,0.1,0.11320000000000002,0.7152847152847153,0.02077600359916687,gin,0.021724638123065233
0.03549000380038558,0.000999000999000999,2.3003525733947754,11,0.1,0.10840000000000001,0.6843156843156843,0.020780187100172043,gin,0.021544812580570578
0.041280708637390966,0.000999000999000999,2.290022134780884,12,0.5,0.11320000000000001,0.000999000999000999,0.020362496376037598,gin,0.021239268427714706
0.04074470049733781,0.000999000999000999,2.2933192253112793,13,0.4,0.10590000000000001,0.008991008991008992,0.02052699588239193,gin,0.02139888712950051
0.045106698876845444,0.000999000999000999,2.281186819076538,14,0.4,0.1124,0.011988011988011988,0.02052350528538227,gin,0.02149298278801143
0.0406721020044787,0.000999000999000999,2.291120767593384,15,0.4,0.11240000000000001,0.013986013986013986,0.02045358531177044,gin,0.021320744819939137
0.03397102445743329,0.000999000999000999,2.298799753189087,16,0.3,0.1134,0.08791208791208792,0.020872022956609726,gin,0.021606000943109393
0.044079339815750324,0.000999000999000999,2.2897422313690186,17,0.3,0.10750000000000001,0.06893106893106893,0.020576046779751778,gin,0.02152484786324203
0.03923938434040447,0.000999000999000999,2.3023953437805176,18,0.5,0.11420000000000002,0.002997002997002997,0.02075711265206337,gin,0.021604874631389975
0.03686437048931032,0.000999000999000999,2.2905850410461426,19,0.6,0.11030000000000001,0.000999000999000999,0.020596470683813095,gin,0.02138480817526579
0.03821468036269907,0.000999000999000999,2.2864325046539307,20,0.3,0.11120000000000002,0.07492507492507493,0.020777536556124687,gin,0.02160309180431068
0.05096061005412296,0.000999000999000999,2.274566411972046,21,0.1,0.11380000000000001,0.7152847152847153,0.020480243489146233,gin,0.0215799720287323
0.052090871524857744,0.000999000999000999,2.2826173305511475,22,0.4,0.10560000000000001,0.01098901098901099,0.020478282123804092,gin,0.021603634260594844
0.04357851019296982,0.000999000999000999,2.292757987976074,23,0.5,0.11090000000000001,0.002997002997002997,0.020628761500120163,gin,0.02156869300827384
0.0424265086920493,0.000999000999000999,2.2833127975463867,24,0.3,0.10970000000000002,0.07792207792207792,0.020282743498682976,gin,0.02118139618821442
0.04140048648059347,0.000999000999000999,2.283334493637085,25,0.2,0.1185,0.32867132867132864,0.020641332492232323,gin,0.021532800925895573
0.04437016959371569,0.000999000999000999,2.28358793258667,26,0.4,0.10820000000000002,0.017982017982017984,0.020686008036136627,gin,0.021646465376019476
0.04807684326401069,0.000999000999000999,2.2815208435058594,27,0.1,0.113,0.7312687312687313,0.020545128732919693,gin,0.021582759687677026
0.0382600920047105,0.000999000999000999,2.3078954219818115,28,0.3,0.10520000000000002,0.07092907092907093,0.020656941458582878,gin,0.02147871923260391
0.039363381232861705,0.000999000999000999,2.2870395183563232,29,0.2,0.1053,0.2887112887112887,0.020697612315416336,gin,0.021545724898576736
0.04240204305246109,0.000999000999000999,2.2858662605285645,30,0.4,0.11200000000000002,0.012987012987012988,0.020682387053966522,gin,0.021598194632679223
0.03996903407935021,0.000999000999000999,2.276360034942627,31,0.1,0.11050000000000001,0.7252747252747253,0.020746272057294846,gin,0.02161000300385058
0.040026222249169845,0.000999000999000999,2.2915730476379395,32,0.3,0.11600000000000003,0.09090909090909091,0.020626317709684372,gin,0.021486334510147573
0.03550850214786726,0.000999000999000999,2.3053619861602783,33,0.4,0.10590000000000001,0.012987012987012988,0.020842162892222404,gin,0.021609483275562526
0.05615147704494243,0.000999000999000999,2.2572052478790283,34,0.5,0.11090000000000001,0.002997002997002997,0.02001086063683033,gin,0.021201347621157766
0.03935707938139341,0.000999000999000999,2.2936530113220215,35,0.4,0.11040000000000001,0.012987012987012988,0.020856883376836777,gin,0.02171137987822294
0.03646696406474115,0.000999000999000999,2.285834312438965,36,0.4,0.1157,0.014985014985014986,0.02080712839961052,gin,0.021594618579372764
0.04310516624161958,0.000999000999000999,2.281996011734009,37,0.2,0.11090000000000001,0.31368631368631367,0.020592983812093735,gin,0.021520634332671762
0.0464079954591845,0.000999000999000999,2.286564826965332,38,0.3,0.1155,0.08091908091908091,0.020345930010080338,gin,0.021336095429956913
0.04579041215548282,0.000999000999000999,2.2766928672790527,39,0.3,0.11330000000000001,0.07892107892107893,0.020385755226016045,gin,0.02136402262747288
0.034499838921358494,0.000999000999000999,2.302318811416626,40,0.3,0.106,0.06993006993006994,0.020503221079707146,gin,0.021235854644328356
0.04017412377937599,0.000999000999000999,2.2943873405456543,41,0.2,0.11680000000000001,0.34665334665334663,0.02069074660539627,gin,0.021556770991533993
0.052054223376687685,0.000999000999000999,2.2678537368774414,42,0.4,0.1114,0.015984015984015984,0.020549071952700615,gin,0.02167747613787651
0.04871794212627054,0.000999000999000999,2.27115535736084,43,0.2,0.11090000000000001,0.2997002997002997,0.020090492442250252,gin,0.021119385439902542
0.04476589214024998,0.000999000999000999,2.284235715866089,44,0.4,0.11110000000000002,0.012987012987012988,0.02056286484003067,gin,0.0215265186522156
0.045047642242354684,0.000999000999000999,2.278717279434204,45,0.2,0.11180000000000001,0.3126873126873127,0.020555587485432625,gin,0.021525249211117627
0.04028494450454005,0.000999000999000999,2.301335573196411,46,0.4,0.11300000000000002,0.014985014985014986,0.020583128556609154,gin,0.021447124788537622
0.04679725211170689,0.000999000999000999,2.2761244773864746,47,0.5,0.109,0.001998001998001998,0.020551307126879692,gin,0.021560268444940446
0.04305759478226433,0.000999000999000999,2.294919729232788,48,0.2,0.1156,0.33466533466533466,0.020721890032291412,gin,0.02165427085198462
0.044921613420912096,0.000999000999000999,2.2741823196411133,49,0.2,0.11080000000000001,0.3156843156843157,0.020632222294807434,gin,0.021602648101747036
0.04156907425911518,0.000999000999000999,2.2913315296173096,50,0.2,0.11200000000000002,0.3066933066933067,0.020562436431646347,gin,0.02145427059940994
0.03969625484527633,0.000999000999000999,2.297163248062134,51,0.2,0.11,0.28771228771228774,0.020470742136240005,gin,0.02131694501824677
0.043027858529983275,0.000999000999000999,2.2753162384033203,52,0.5,0.1121,0.001998001998001998,0.02060423605144024,gin,0.021530653985217214
0.03601720136047617,0.000999000999000999,2.3047306537628174,53,0.4,0.11020000000000002,0.01098901098901099,0.02080497145652771,gin,0.02158230570703745
0.035972194646483324,0.000999000999000999,2.2960221767425537,54,0.3,0.11650000000000002,0.08691308691308691,0.02070256881415844,gin,0.021475074369460345
0.04252345190576508,0.000999000999000999,2.290684938430786,55,0.4,0.10710000000000003,0.008991008991008992,0.02063789591193199,gin,0.021554466219618918
0.04178585986322064,0.000999000999000999,2.2835962772369385,56,0.3,0.11220000000000002,0.0899100899100899,0.020723121240735054,gin,0.02162681635841727
0.04138169841219957,0.000999000999000999,2.2896153926849365,57,0.2,0.11180000000000001,0.31368631368631367,0.02078080177307129,gin,0.02167786880210042
0.04511657496120935,0.000999000999000999,2.273799180984497,58,0.4,0.11660000000000002,0.015984015984015984,0.020326491445302963,gin,0.021286882683634756
0.040853853951239014,0.000999000999000999,2.2975785732269287,59,0.5,0.109,0.002997002997002997,0.02066420577466488,gin,0.02154437658935785
0.04877305202932603,0.000999000999000999,2.2783114910125732,60,0.3,0.1105,0.07592407592407592,0.020484300330281258,gin,0.021534608932211995
0.0333721699467217,0.000999000999000999,2.3027477264404297,61,0.1,0.1149,0.7282717282717283,0.020828159525990486,gin,0.0215472376011312
0.04082509973117226,0.000999000999000999,2.296079635620117,62,0.5,0.1135,0.001998001998001998,0.020249180495738983,gin,0.0211110408436507
0.041686901721749305,0.000999000999000999,2.2698092460632324,63,0.4,0.1077,0.01098901098901099,0.020512212067842484,gin,0.021404499327763914
0.04357575774117605,0.000999000999000999,2.2839813232421875,64,0.3,0.10650000000000001,0.06693306693306693,0.020538458600640297,gin,0.021474213736131786
0.04874533264940005,0.000999000999000999,2.2787821292877197,65,0.5,0.10640000000000001,0.000999000999000999,0.020297439768910408,gin,0.021337545523419977
0.046406560865822975,0.000999000999000999,2.2732603549957275,66,0.3,0.1092,0.07892107892107893,0.02033276855945587,gin,0.021322261380031706
0.031187999887725058,0.000999000999000999,2.31130313873291,67,0.5,0.11250000000000003,0.000999000999000999,0.02060883492231369,gin,0.021272274620831012
0.047742446323682665,0.000999000999000999,2.289128541946411,68,0.2,0.10980000000000001,0.2947052947052947,0.020520640537142754,gin,0.021549464698880912
0.04041514379553151,0.000999000999000999,2.290074586868286,69,0.6,0.108,0.000999000999000999,0.020707597956061363,gin,0.021579746514558792
0.0467631439958758,0.000999000999000999,2.27624249458313,70,0.5,0.11280000000000001,0.003996003996003996,0.020231222733855247,gin,0.02122371014766395
0.038746798713537436,0.000999000999000999,2.2968692779541016,71,0.2,0.1123,0.3126873126873127,0.020688490942120552,gin,0.02152241564914584
0.046319371399379486,0.000999000999000999,2.282280921936035,72,0.3,0.10980000000000001,0.060939060939060936,0.02048856019973755,gin,0.021483670303598046
0.04278688443082305,0.000999000999000999,2.2897355556488037,73,0.3,0.11220000000000002,0.07392607392607392,0.020651061087846756,gin,0.02157415182888508
0.043761946427738264,0.000999000999000999,2.2866132259368896,74,0.2,0.11080000000000001,0.3026973026973027,0.020708393305540085,gin,0.021656106686219572
0.0475169073082938,0.000999000999000999,2.2827043533325195,75,0.3,0.11030000000000001,0.07692307692307693,0.02054690010845661,gin,0.021571931581944228
0.03586445028605876,0.000999000999000999,2.3036367893218994,76,0.0,0.11180000000000001,1.0,0.0208053607493639,gin,0.021579290127381683
0.04143529630380742,0.000999000999000999,2.2875912189483643,77,0.5,0.1136,0.000999000999000999,0.02070493809878826,gin,0.021599937926977873
